,ID,Year,Country,Fatal
232,2016.08.06,2016,USA,N
237,2016.07.27,2016,USA,N
243,2016.07.17,2016,USA,N
244,2016.07.16.b,2016,USA,N
222,2016.09.05.b,2016,USA,N
245,2016.07.16.a,2016,USA,N
230,2016.08.25,2016,USA,N
220,2016.09.07,2016,USA,N
208,2016.10.10,2016,USA,N
215,2016.09.17.b,2016,USA,N
213,2016.09.18.b,2016,USA,N
212,2016.09.18.c,2016,USA,N
210,2016.10.01,2016,USA,N
209,2016.10.02,2016,USA,N
205,2016.10.14,2016,USA,N
203,2016.10.21,2016,USA,N
201,2016.10.29,2016,USA,N
200,2016.10.30,2016,USA,N
199,2016.11.14,2016,USA,N
190,2016.12.27,2016,USA,N
246,2016.07.15.b,2016,USA,N
219,2016.09.11,2016,USA,N
247,2016.07.15.a,2016,USA,N
214,2016.09.18.a,2016,USA,N
251,2016.07.07.b,2016,USA,N
250,2016.07.08,2016,USA,N
314,2016.01.24.b,2016,USA,N
313,2016.01.25,2016,USA,N
312,2016.01.28,2016,USA,N
300,2016.03.04,2016,USA,N
298,2016.03.11,2016,USA,N
292,2016.03.31,2016,USA,N
290,2016.04.07.b,2016,USA,N
287,2016.04.13,2016,USA,N
282,2016.04.23,2016,USA,N
279,2016.05.03,2016,USA,N
278,2016.05.15,2016,USA,N
277,2016.05.18,2016,USA,N
276,2016.05.21.a,2016,USA,N
316,2016.01.23,2016,USA,N
274,2016.05.22,2016,USA,N
275,2016.05.21.b,2016,USA,N
253,2016.07.06,2016,USA,N
255,2016.06.27,2016,USA,N
256,2016.06.25,2016,USA,N
252,2016.07.07.a,2016,USA,N
260,2016.06.21.a,2016,USA,N
259,2016.06.21.b,2016,USA,N
263,2016.06.14,2016,USA,N
264,2016.06.11,2016,USA,N
266,2016.06.05.b,2016,USA,N
272,2016.05.29.b,2016,USA,N
273,2016.05.29.a,2016,USA,N
261,2016.06.15.b,2016,USA,N
94,2017.09.02.b,2017,USA,N
95,2017.09.02.a,2017,USA,N
97,2017.08.27,2017,USA,N
100,2017.08.23,2017,USA,N
112,2017.07.23.b,2017,USA,N
104,2017.08.03,2017,USA,N
105,2017.08.01,2017,USA,N
106,2017.07.31,2017,USA,N
108,2017.07.29.a,2017,USA,N
93,2017.09.02.c,2017,USA,N
102,2017.08.10,2017,USA,N
87,2017.09.13,2017,USA,N
73,2017.10.18,2017,USA,N
81,2017.09.20,2017,USA,N
80,2017.09.24.a,2017,USA,N
77,2017.09.25.b,2017,USA,N
75,2017.10.05,2017,USA,N
74,2017.10.09,2017,USA,N
70,2017.10.23.a,2017,USA,N
69,2017.10.23.b,2017,USA,N
67,2017.10.26,2017,USA,N
61,2017.11.18,2017,USA,N
60,2017.11.24,2017,USA,N
54,2017.12.30,2017,USA,N
53,2017.12.31,2017,USA,N
114,2017.07.22,2017,USA,N
83,2017.09.16.a,2017,USA,N
116,2017.07.20.b,2017,USA,N
140,2017.05.28,2017,USA,N
118,2017.07.14.b,2017,USA,N
188,2017.01.05,2017,USA,N
185,2017.01.13.a,2017,USA,N
182,2017.01.22,2017,USA,N
179,2017.02.01.b,2017,USA,N
176,2017.02.11,2017,USA,N
169,2017.03.18,2017,USA,N
167,2017.03.27,2017,USA,N
166,2017.04.02.a,2017,USA,N
117,2017.07.20.a,2017,USA,N
163,2017.04.06,2017,USA,N
162,2017.04.10.a,2017,USA,N
161,2017.04.10.b,2017,USA,N
160,2017.04.11,2017,USA,N
164,2017.04.05,2017,USA,N
157,2017.04.13,2017,USA,N
120,2017.07.11,2017,USA,N
158,2017.04.12.b,2017,USA,N
126,2017.06.21,2017,USA,N
127,2017.06.19,2017,USA,N
128,2017.06.18.b,2017,USA,N
135,2017.06.10.a,2017,USA,N
121,2017.07.09,2017,USA,N
139,2017.05.30,2017,USA,N
146,2017.04.29.d,2017,USA,N
148,2017.04.29.b,2017,USA,N
154,2017.04.17.b,2017,USA,N
156,2017.04.14,2017,USA,N
137,2017.06.04,2017,USA,N
35,2018.03.31,2018,USA,N
25,2018.04.19,2018,USA,N
12,2018.05.13.b,2018,USA,N
11,2018.05.21,2018,USA,N
9,2018.05.26.a,2018,USA,N
8,2018.05.26.b,2018,USA,N
7,2018.05.27,2018,USA,N
2,2018.06.09,2018,USA,N
1,2018.06.18,2018,USA,N
0,2018.06.25,2018,USA,N
